0;2000;0.0200;9.7200;1.2200;0.0000;0.0000;0.0000;55.5000;-28.6875;16.6875;-0.0200;0.0900;0.0200;359.8750;-82.7500;0.1250;12290;10835;-15;11;
0;2000;0.0200;9.7200;1.2200;-0.1250;-0.0625;0.1250;55.5000;-28.2500;18.7500;-0.0100;0.1200;0.0200;359.8750;-82.7500;0.1250;12290;10835;-15;11;
0;2000;0.0200;9.7200;1.2200;0.0000;0.0625;0.0000;55.5000;-28.6875;17.0625;-0.0600;0.0900;0.0000;359.8750;-82.7500;0.1250;12290;10835;-15;11;
0;2000;0.0200;9.7200;1.2200;0.1250;0.2500;0.0000;54.7500;-27.5625;17.5625;-0.0200;0.1100;0.0200;359.8750;-82.7500;0.1250;12290;10835;-15;11;
0;2000;0.0000;9.7300;1.2000;0.0000;0.2500;0.0625;55.8750;-27.1875;18.7500;-0.0300;0.0900;0.0200;359.9375;-82.8750;0.0000;12277;10849;0;4;
0;2000;0.0000;9.7300;1.2000;-0.1250;0.0000;0.1875;54.3750;-27.5625;17.8750;0.0000;0.1000;0.0300;359.9375;-82.8750;0.0000;12277;10849;0;4;
0;2000;0.0000;9.7300;1.2000;0.1250;0.1250;0.0000;55.8750;-27.8750;17.5625;0.0000;0.1200;0.0200;359.9375;-82.8750;0.0000;12277;10849;0;4;
0;2000;0.0000;9.7300;1.2000;-0.0625;-0.0625;0.0000;55.0625;-27.5625;17.0625;0.0000;0.1000;0.0400;359.9375;-82.8750;0.0000;12277;10849;0;4;
0;2000;0.0000;9.7300;1.2000;-0.0625;-0.0625;0.0000;55.5000;-27.1875;18.0000;-0.0100;0.1200;0.0200;359.9375;-82.8750;0.0000;12277;10849;0;4;
0;2000;0.0000;9.7300;1.2000;-0.1250;0.1250;0.1875;55.5000;-27.5625;18.0000;0.0000;0.1100;0.0300;359.9375;-82.8750;0.0000;12277;10849;0;4;
0;2000;0.2400;4.3100;8.8000;92.7500;51.4375;118.2500;19.0000;-18.7500;-26.8750;-0.2200;0.8600;-0.4100;337.5625;-26.1250;1.4375;15714;3559;455;2936;
0;2000;1.7700;9.0700;3.2500;-24.3750;-92.1875;17.6250;19.5625;-35.6875;-12.2500;0.0700;0.5900;2.7300;13.0625;-70.2500;10.4375;13284;9068;-2754;-1466;
0;2000;0.0200;9.7300;1.1500;-0.2500;-0.0625;-0.0625;19.0000;-29.6875;4.5000;0.0100;-0.2100;0.1000;250.6875;-83.1875;0.1250;7087;6320;8860;9989;
0;2000;0.0200;9.7300;1.1700;-0.1250;-0.0625;0.1250;19.7500;-29.6875;3.5625;0.0200;-0.2200;0.0400;249.1875;-83.0625;0.1250;6966;6201;8927;10088;
0;2000;0.0200;9.7300;1.1700;0.1250;-0.1250;0.0000;19.7500;-29.3750;3.5625;0.0000;-0.2200;0.0700;249.1875;-83.0625;0.1250;6966;6201;8927;10088;
