0;500;0.1500;0.0400;9.8000;0.0000;-0.0625;0.0000;-20.7500;-1.6875;-10.7500;0.0100;0.0200;-0.3200;11.9375;-0.2500;0.8750;16294;26;-135;-1706;
0;490;0.1500;0.0400;9.8000;0.0000;0.1875;0.0625;-20.7500;-0.8750;-11.5625;0.0000;0.0000;-0.2800;11.9375;-0.2500;0.8750;16294;26;-135;-1706;
0;500;0.1500;0.0400;9.8000;-0.0625;0.2500;-0.1250;-20.7500;-0.5000;-10.3750;0.0000;0.0000;-0.3000;11.9375;-0.2500;0.8750;16294;26;-135;-1706;
0;500;0.1500;0.0400;9.8000;0.0000;0.1250;0.0000;-19.6875;-1.6875;-11.2500;0.0000;-0.0100;-0.3100;11.9375;-0.2500;0.8750;16294;26;-135;-1705;
0;500;0.1500;0.0400;9.8000;0.0000;0.0625;0.1250;-20.0625;-1.5625;-12.0000;0.0200;0.0000;-0.3100;11.6875;-0.2500;0.8750;16298;25;-135;-1670;
0;500;0.1500;0.0400;9.8000;0.2500;0.0625;0.3750;-19.6875;-1.5625;-11.1875;-0.1900;-0.1700;-0.2800;11.6875;-0.2500;0.8750;16298;25;-135;-1669;
0;500;0.1000;0.1200;9.8000;1.3750;-0.1875;6.1875;-20.0625;-1.5000;-12.5000;0.0300;0.1800;-0.4000;11.6875;-0.6875;0.5625;16298;93;-95;-1673;
0;500;0.1200;0.0500;9.8000;-0.0625;0.1875;-0.1250;-20.0625;-5.8750;-8.0625;0.0500;-0.0100;-0.3300;17.5625;-0.2500;0.7500;16190;27;-114;-2509;
0;500;0.1300;0.0500;9.8000;0.0000;0.1250;-1.4375;-20.5000;-4.7500;-8.5625;-0.0300;0.0000;-0.3200;18.2500;-0.3125;0.7500;16176;28;-117;-2599;
0;500;0.3700;0.8500;9.7600;44.6875;-29.9375;21.2500;-18.0000;-14.8750;-6.5000;-0.6900;0.4200;-0.6100;21.4375;-5.0000;2.1250;16079;646;-438;-3048;
0;500;1.3800;0.2100;9.7000;-9.3750;-3.0000;44.7500;-6.7500;-10.5000;11.5625;-0.2400;0.4500;-0.1200;9.7500;-1.2500;8.0625;16277;95;-1160;-1467;
0;500;-0.2700;-0.8300;9.7600;-0.9375;40.0625;66.5625;-8.1875;27.5625;14.1875;-0.7300;0.3900;-0.9400;345.4375;4.8125;-1.5625;16236;-717;137;2070;
0;500;-0.2300;0.2800;9.7900;8.5000;-8.6875;-6.7500;-8.0000;32.5625;10.5000;-0.3600;-0.4900;0.5100;326.4375;-1.6250;-1.3750;15683;155;265;4731;
0;500;1.0000;0.1800;9.7500;-5.8125;1.8125;-33.0625;-12.0625;29.8750;6.2500;-0.0500;0.1600;-1.6400;339.1875;-1.0625;5.8750;16093;305;-800;2953;
0;500;1.7800;-0.2900;9.6300;19.2500;-15.2500;39.4375;-16.6875;27.5625;5.5625;0.0500;0.5400;-0.8200;345.5000;1.7500;10.4375;16192;-85;-1502;1995;
0;500;1.4900;0.0200;9.6900;-25.6875;-7.9375;35.3125;-9.6875;29.3750;-2.0625;-0.3900;0.2600;0.8000;316.3125;-0.0625;8.7500;15183;515;-1134;6030;
0;500;2.0600;0.1500;9.5800;9.9375;22.9375;54.4375;-8.5000;28.6875;-9.0000;-0.7300;-0.6300;-2.2000;301.8750;-0.8750;12.1250;14241;957;-1455;7911;
0;500;0.8000;-0.1800;9.7700;-39.3750;-4.5000;14.8125;-1.5625;30.3750;-9.5625;0.7800;-0.0100;0.1200;291.9375;1.0625;4.6250;13570;245;-642;9156;
0;500;1.7300;-0.3200;9.6400;32.4375;-62.6250;35.8125;-2.0000;34.5000;-7.2500;-1.6900;0.6100;1.0200;288.9375;1.9375;10.1875;13317;571;-1282;9441;
0;500;2.7800;0.2800;9.3900;-0.1250;-17.6875;-43.7500;-2.2500;29.8750;-14.5000;-1.7000;-0.3300;0.9900;288.4375;-1.6875;16.5000;13153;1570;-1771;9477;
0;500;2.4400;0.8300;9.4600;-9.1875;17.9375;-54.8125;-9.7500;28.1875;-15.5000;-0.4500;-1.6600;0.2100;307.6875;-5.0000;14.4375;14541;1553;-1565;7220;
0;500;0.9200;0.2000;9.7600;-34.1875;-11.8125;-212.5000;-22.0625;14.0000;-21.1875;-3.8700;-1.2300;0.9800;11.9375;-1.1875;5.3750;16276;89;-787;-1706;
0;500;0.8200;-0.7100;9.7400;-29.8750;-3.5625;-63.0000;-13.3750;-13.3750;-18.5000;0.3600;1.4000;0.5200;81.0625;4.1250;4.8125;12485;-862;-154;-10573;
0;500;0.8400;-0.1600;9.7600;6.3125;8.3750;107.1875;-10.6875;-17.1875;-17.5000;-0.9000;2.3100;-0.2500;78.0000;0.9375;4.8750;12625;-559;-469;-10417;
0;500;0.6600;-0.3200;9.7700;7.6250;23.0000;78.6250;-22.5000;3.6875;-21.5625;-1.8600;0.4200;1.9500;21.1250;1.8750;3.8750;16094;-370;-496;-3006;
0;500;0.9000;0.6900;9.7400;-4.5625;5.7500;48.1250;-15.7500;13.0625;-23.0625;-0.0300;-0.1900;-0.3200;341.3125;-4.0625;5.2500;16139;697;-652;2654;
