0;900;0.0700;-0.0700;9.8000;0.0000;-0.0625;0.0625;6.5000;22.7500;-56.2500;0.0400;0.0400;-0.3000;342.3125;0.3750;0.3750;16189;-50;-69;2519;
0;900;0.0700;-0.0700;9.8000;0.0625;-0.1250;0.1250;6.5000;22.0625;-56.2500;0.0600;0.0100;-0.3300;342.3125;0.3750;0.3750;16189;-50;-69;2519;
0;900;0.0700;-0.0700;9.8000;0.0625;0.0625;-0.0625;6.8750;22.3750;-55.5000;0.0600;0.0200;-0.2800;342.3125;0.3750;0.3750;16189;-50;-69;2519;
0;900;0.0700;-0.0700;9.8000;0.0625;0.0000;-0.1250;5.7500;23.1875;-56.7500;0.0600;0.0500;-0.3100;342.3125;0.3750;0.3750;16189;-50;-69;2519;
0;900;0.0700;-0.0700;9.8000;0.0000;-0.0625;-0.0625;6.5000;22.3750;-56.7500;0.0600;0.0300;-0.3100;342.3125;0.3750;0.3750;16189;-50;-69;2519;
0;900;0.0700;-0.0700;9.8000;-0.0625;0.0000;-0.0625;6.8750;22.3750;-55.8750;0.0500;0.0400;-0.3100;342.3125;0.3750;0.3750;16189;-50;-69;2519;
0;900;0.0700;-0.0700;9.8000;-0.0625;0.0000;-0.0625;5.7500;22.0625;-55.0000;0.0800;0.0400;-0.3200;342.3125;0.3750;0.3750;16189;-50;-69;2519;
0;900;0.0700;-0.0700;9.8000;-0.0625;-0.0625;0.0625;5.7500;22.7500;-56.2500;0.0800;0.0000;-0.2900;342.3125;0.3750;0.3750;16189;-50;-69;2519;
0;900;0.0700;-0.0700;9.8000;0.0625;0.0625;0.0625;5.3750;22.3750;-55.8750;0.0600;0.0300;-0.3200;342.3125;0.3750;0.3750;16189;-50;-69;2519;
0;900;0.0700;-0.0700;9.8000;0.0000;0.0000;-0.1875;6.5000;21.6875;-55.0625;0.0500;0.0500;-0.2900;342.3125;0.3750;0.3750;16189;-50;-69;2519;
0;900;0.3800;1.0200;9.7400;52.6250;31.5000;-94.6875;4.5625;22.3750;-54.1875;-4.2900;0.5300;3.5000;344.8750;-5.9375;2.2500;16203;822;-269;2271;
0;900;0.0900;-0.0800;9.8000;0.0625;0.0000;0.0000;4.2500;20.8750;-58.5000;0.0400;0.0500;-0.3200;347.5625;0.5000;0.5000;16288;-63;-85;1766;
0;900;0.1100;-0.0600;9.8000;-0.1250;-0.0625;-0.1875;5.0000;20.8750;-59.6875;0.0700;0.0400;-0.3100;346.3125;0.3750;0.6250;16267;-46;-99;1950;
